"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00-04",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,222,"COVID-19"
"DE","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,4864,"COVID-19"
"DE","05-14",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,193,"COVID-19"
"DE","15-34",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,882,"COVID-19"
"DE","35-59",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,1313,"COVID-19"
"DE","60-79",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,1219,"COVID-19"
"DE","80+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,1036,"COVID-19"
"DE-BB","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,117,"COVID-19"
"DE-BE","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,227,"COVID-19"
"DE-BW","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,585,"COVID-19"
"DE-BY","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,665,"COVID-19"
"DE-HB","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,116,"COVID-19"
"DE-HE","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,398,"COVID-19"
"DE-HH","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,207,"COVID-19"
"DE-MV","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,160,"COVID-19"
"DE-NI","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,304,"COVID-19"
"DE-NW","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,1065,"COVID-19"
"DE-RP","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,217,"COVID-19"
"DE-SH","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,243,"COVID-19"
"DE-SL","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,35,"COVID-19"
"DE-SN","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,168,"COVID-19"
"DE-ST","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,170,"COVID-19"
"DE-TH","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","mean",NA,142,"COVID-19"
"DE","00-04",2022-02-13,2022-01-16,"-28 day ahead inc hosp","quantile",0.025,217,"COVID-19"
"DE","00+",2022-02-13,2022-01-16,"-28 day ahead inc hosp","quantile",0.025,4824,"COVID-19"
